Aal	'ʔaː.aːl
vertragschließend	fɛɐ.'tʀaːk.ʃliː.sɛnt
Vertragsdauer	fɛɐ.'tʀaːk.sdaʊ.ɐ
Vertragsentwurf	fɛɐ.'tʀaːk.zɛnt.vʊɐf
Vertragserfüllung	fɛɐ.'tʀaːk.zɐ.fʏ.lʊŋ
Vertragsfristen für Leistungen	fɛɐ.'tʀaːk.sfʀɪ.ʃtɛn .fʏɐ .laɪ.ʃtʊŋ.gən
Vertragsfälligkeitstag	fɛɐ.'tʀaːk.sfɛ.lɪç.kaɪt.ʃtaːk
Vertragsgegenstand	fɛɐ.'tʀaːk.sgə.gən.ʃtant
vertragsgemäß	fɛɐ.'tʀaːk.sgə.meːs
Vertragshändler	fɛɐ.'tʀaks.hən.dlɐ
Vertragsklausel	fɛɐ.'tʀaːk.sklaʊ.zəl
Vertragskontrahent	fɛɐ.'tʀaːk.skɔn.tʀaː.ɛnt
vertragsmäßig	fɛɐ.'tʀaːk.smə.sɪç
Vertragsparteien	fɛɐ.'tʀaːk.ʃpaɐ.taɪ.ən
vertragsschließende Parteien	fɛɐ.'tʀaːk.sʃliː.sɛn.deː .paɐ.taɪ.ən
Vertragsstrafe	fɛɐ.'tʀaːk.stʀaː.fə
Vertragsstrafen	fɛɐ.'tʀaːk.stʀaː.fən
Vertragsverhältnis	fɛɐ.'tʀaːk.sfɐ.həl.tniːs
Vertragswerkstatt	fɛɐ.'tʀaːk.svɛɐk.ʃtat
Vertragsänderung	fɛɐ.'tʀaːk.zən.də.ʀʊŋ
vertrank	'feːɐ.tʀaŋ
vertrat	'feːɐ.tʀaːt
vertraten	fɛɐ.'tʀaː.tən
vertrauen	fɛɐ.'tʀaʊ.ən
vertrauen	fɛɐ.'tʀaʊ.ən
Vertrauen auf	fɛɐ.'tʀaʊ.ɛn  .aʊf
vertrauen in	fɛɐ.'tʀaʊ.ɛn .iːn
vertrauend	fɛɐ.'tʀaʊ.ɛnt
Vertrauende	fɛɐ.'tʀaʊ.ən.də
Vertrauenden	fɛɐ.'tʀaʊ.ɛn.dən
vertrauenerweckend	fɛɐ.'tʀaʊ.ə.nɐ.vɛ.kɛnt
Vertrauensmänner	fɛɐ.'tʀaʊ.ən.smɛ.nɐ
Vertrauenssache	fɛɐ.'tʀaʊ.ən.saː.xə
vertrauensselig	fɛɐ.'tʀaʊ.ən.sə.lɪç
Vertrauensseligkeit	fɛɐ.'tʀaʊ.ən.sə.lɪç.kaɪt
Vertrauensstellung	fɛɐ.'tʀaʊ.ən.stɛ.lʊŋ
vertrauensvoll	fɛɐ.'tʀaʊ.ən.sfɔl
vertrauensvolle	fɛɐ.'tʀaʊ.ən.sfɔ.lə
Vertrauensvoten	fɛɐ.'tʀaʊ.ɛn.sfoː.tən
Vertrauensvotum	fɛɐ.'tʀaʊ.ən.sfoː.tuːm
vertrauenswürdig	fɛɐ.'tʀaʊ.ən.svʏɐ.dɪç
vertrauenswürdige	fɛɐ.'tʀaʊ.ən.svʏɐ.diː.gə
Vertrauenswürdigkeit	fɛɐ.'tʀaʊ.ən.svʏɐ.dɪç.kaɪt
vertrauern	fɛɐ.'tʀaʊ.ɐn
vertraulich	fɛɐ.'tʀaʊ.lɪç
vertraulich besprechend	fɛɐ.'tʀaʊ.lɪç .bə.ʃpʀə.çɛnt
vertrauliche Besprechung haben	fɛɐ.'tʀaʊ.lɪ.çeː .bə.ʃpʀə.çʊnk .haː.bən
vertraulichere	fɛɐ.'tʀaʊ.lɪ.çə.ʀə
Vertraulichkeit	fɛɐ.'tʀaʊ.lɪç.kaɪt
vertraulichste	fɛɐ.'tʀaʊ.lɪç.ʃtə
vertraut	fɛɐ.'tʀaʊt
vertraut an	fɛɐ.'tʀaʊt .aːn
vertraut gemacht	fɛɐ.'tʀaʊt .gə.maxt
vertraut machen	fɛɐ.'tʀaʊt .maː.xən
vertraut mit	fɛɐ.'tʀaʊt .miːt
vertraute	fɛɐ.'tʀaʊ.tə
vertraute	fɛɐ.'tʀaʊ.tə
vertraute an	fɛɐ.'tʀaʊ.teː .aːn
vertrauten	fɛɐ.'tʀaʊ.tən
vertrauten	fɛɐ.'tʀaʊ.tən
vertrautes	fɛɐ.'tʀaʊ.teːs
Vertrautheit	fɛɐ.'tʀaʊt.haɪt
Vertrautheit mit	fɛɐ.'tʀaʊt.haɪt  .miːt
Vertrautheiten	fɛɐ.'tʀaʊt.haɪ.tən
vertreiben	fɛɐ.'tʀaɪ.bən
vertreibend	fɛɐ.'tʀaɪ.bɛnt
Vertreiber	fɛɐ.'tʀaɪ.bɐ
vertreibt	fɛɐ.'tʀaɪpt
Vertreibung	fɛɐ.'tʀaɪ.bʊŋ
Vertreibungen	fɛɐ.'tʀaɪ.bʊŋ.gən
Vertreiebsabteilung	fɛɐ.'tʀaɪ.eːp.zaːp.taɪ.lʊŋ
vertretbar	fɛɐ.'tʀeːt.baːɐ
Vertretbarkeit	fɛɐ.'tʀeːt.baɐ.kaɪt
vertreten	fɛɐ.'tʀeː.tən
Vertreter	fɛɐ.'tʀɛ.tɐ
Vertreter einer Firma	fɛɐ.'tʀeː.tɛɐ  .aɪ.nɛɐ .fiːɐ.maː
Vertreterkosten	fɛɐ.'tʀɛ.tɐ.kɔ.ʃtən
Vertreterprovision	fɛɐ.'tʀɛ.tɐ.pʀoː.fiː.ziː.oːn
Vertretung	fɛɐ.'tʀeː.tʊŋ
Vertretungen	fɛɐ.'tʀeː.tʊŋ.gən
Vertretungsmacht	fɛɐ.'tʀeː.tʊnks.maxt
Vertretungsstunde	fɛɐ.'tʀeː.tʊnks.ʃtʊn.də
Vertretungsvertrag	fɛɐ.'tʀeː.tʊnks.fɐ.tʀaːk
vertretungsweise	fɛɐ.'tʀeː.tʊnks.vaɪ.zə
vertrieb	fɛɐ.'tʀiːp
vertrieb	fɛɐ.'tʀiːp
vertrieben	fɛɐ.'tʀiː.bən
Vertriebene	fɛɐ.'tʀiː.bə.nə
Vertriebskosten	fɛɐ.'tʀiːp.skɔ.ʃtən
Vertriebsleiter	fɛɐ.'tʀiːp.slaɪ.tɐ
Vertriebsorganisation	fɛɐ.tʀiːp.zɔɐ.gaː.niː.za.'ʦjoːn
Vertriebsrecht	fɛɐ.'tʀiːp.sʀɛçt
Vertriebsrechte	fɛɐ.'tʀiːp.sʀeːç.tə
Vertriebswagnis	fɛɐ.'tʀiːp.sva.gniːs
Vertriebsweg	fɛɐ.'tʀiːp.sveːk
vertrinken	fɛɐ.'tʀɪŋ.kən
vertrinkt	'feːɐ.tʀɪnkt
vertritt	'feːɐ.tʀɪt
Verträge	fɛɐ.'tʀɛ.gə
verträglich	fɛɐ.'tʀɛ.glɪç
Verträglichkeit	fɛɐ.'tʀɛ.glɪç.kaɪt
verträumen	fɛɐ.'tʀeː.uː.mən
verträumt	fɛɐ.'tʀeː.ʊmt
verträumte	fɛɐ.'tʀeː.ʊm.tə
verträumter	fɛɐ.'tʀeː.ʊm.tɐ
verträumteste	fɛɐ.'tʀeː.ʊm.tə.ʃtə
Verträumtheit	fɛɐ.'tʀeː.ʊmt.haɪt
vertrödele	fɛɐ.'tʀøː.də.lə
vertrödelnd	fɛɐ.'tʀøː.dɛlnt
vertrödelte	fɛɐ.'tʀøː.dəl.tə
vertuschen	fɛɐ.'tuː.ʃən
vertuschend	fɛɐ.'tuː.ʃɛnt
vertuscht	'feːɐ.tʊʃt
vertuschte	fɛɐ.'tʊ.ʃtə
verunglimpfen	fɛɐ-.'ʔʊŋ.glɪm.pfən
verunglimpfend	fɛɐ-.'ʔʊŋ.glɪm.pfɛnt
verunglimpft	fɛɐ-.'ʔʊŋ.glɪmpft
verunglimpfte	fɛɐ-.'ʔʊŋ.glɪmpf.tə
verunglimpften	fɛɐ-.'ʔʊŋ.glɪmpf.tən
Verunglimpfung	fɛɐ-.'ʔʊŋ.glɪm.pfʊŋ
Verunglimpfungen	fɛɐ-.'ʔʊŋ.glɪm.pfʊŋ.gən
verunglücken	fɛɐ-.'ʔʊŋ.glʏ.kən
verunglückend	fɛɐ-.'ʔʊŋ.glʏ.kɛnt
verunglückt	fɛɐ-.'ʔʊŋ.glʏkt
verunglückte	fɛɐ-.'ʔʊŋ.glʏk.tə
verunkrautet	fɛɐ-.'ʔʊŋ.kʀaʊ.teːt
verunreinigen	fɛɐ-.'ʔʊ.nʀaɪ.niː.gən
verunreinigend	fɛɐ-.'ʔʊ.nʀaɪ.niː.gɛnt
verunreinigt	fɛɐ-.'ʔʊ.nʀaɪ.nɪkt
verunreinigte	fɛɐ-.'ʔʊ.nʀaɪ.nɪç.tə
Verunreinigung	fɛɐ-.'ʔʊ.nʀaɪ.niː.gʊŋ
Verunreinigung Halbleiter	fɛɐ-.'ʔʊ.nʀaɪ.niː.gʊnk  .hal.blaɪ.tɐ
Verunreinigungen	fɛɐ-.'ʔʊ.nʀaɪ.niː.gʊŋ.gən
verunsichern	fɛɐ-.'ʔuːn.zɪ.çɐn
verunsichernd	fɛɐ-.'ʔuːn.zɪ.çɛɐnt
verunsichert	fɛɐ-.'ʔuːn.zɪ.çɛɐt
verunsicherte	fɛɐ-.'ʔuːn.zɪ.çɐ.tə
Verunsicherungen	fɛɐ-.'ʔuːn.zɪ.çə.ʀʊŋ.gən
verunstalten	fɛɐ-.'ʔuːn.ʃtal.tən
verunstaltend	fɛɐ-.'ʔuːn.ʃtal.tɛnt
Verunstalter	fɛɐ-.'ʔuːn.ʃtal.tɐ
verunstaltet	fɛɐ-.'ʔuːn.ʃtal.teːt
verunstaltete	fɛɐ-.'ʔuːn.ʃtal.tə.tə
Verunstaltung	fɛɐ-.'ʔuːn.ʃtal.tʊŋ
Verunstaltungen	fɛɐ-.'ʔuːn.ʃtal.tʊŋ.gən
veruntreuen	fɛɐ-.'ʔʊn.tʀɔɪ.ən
veruntreuend	fɛɐ-.'ʔʊn.tʀɔɪ.ɛnt
Veruntreuer	fɛɐ-.'ʔʊn.tʀɔɪ.ɐ
veruntreut	fɛɐ-.'ʔʊn.tʀɔɪt
veruntreute	fɛɐ-.'ʔʊn.tʀɔɪ.tə
Veruntreuung	fɛɐ-.'ʔʊn.tʀɔɪ.ʊŋ
Veruntreuungen	fɛɐ-.'ʔʊn.tʀɔɪ.ʊŋ.gən
verursachen	fɛɐ-.'ʔuːɐ.zaː.xən
verursachen	fɛɐ-.'ʔuːɐ.zaː.xən
Verursacher	fɛɐ-.'ʔuːɐ.zaː.xɐ
verursacht durch	fɛɐ-.'ʔuːɐ.zaxt .dʊɐç
verursacht neu	fɛɐ-.'ʔuːɐ.zaxt .nɔɪ
verursachte neu	fɛɐ-.'ʔuːɐ.zaːx.teː .nɔɪ
verurteilen	fɛɐ-.'ʔʊɐ.taɪ.lən
verurteilend	fɛɐ-.'ʔʊɐ.taɪ.lɛnt
verurteilt	fɛɐ-.'ʔʊɐ.taɪlt
verurteilt im voraus	fɛɐ-.'ʔʊɐ.taɪlt .ɪm .fɔ.ʀaʊs
verurteilte	fɛɐ-.'ʔʊɐ.taɪl.tə
verurteilte	fɛɐ-.'ʔʊɐ.taɪl.tə
verurteilte im voraus	fɛɐ-.'ʔʊɐ.taɪl.teː .ɪm .fɔ.ʀaʊs
Verurteilung	fɛɐ-.'ʔʊɐ.taɪ.lʊŋ
Verurteilungen	fɛɐ-.'ʔʊɐ.taɪ.lʊŋ.gən
vervielfacht	fɛɐ.'fiːl.faxt
vervielfältigen	fɛɐ.'fiːl.fəl.tiː.gən
vervielfältigen	fɛɐ.'fiːl.fəl.tiː.gən
vervielfältigend	fɛɐ.'fiːl.fəl.tiː.gɛnt
Vervielfältiger	fɛɐ.'fiːl.fəl.tiː.gɐ
vervielfältigt	fɛɐ.'fiːl.fəl.tɪkt
vervielfältigte	fɛɐ.'fiːl.fəl.tɪç.tə
Vervielfältigung	fɛɐ.'fiːl.fəl.tiː.gʊŋ
Vervielfältigungsapparat	fɛɐ.'fiːl.fəl.tiː.gʊnks.a.paː.ʀaːt
Vervielfältigungsapparate	fɛɐ.'fiːl.fəl.tiː.gʊnks.a.paː.ʀaː.tə
Vervielfältigungsmatritze	fɛɐ.'fiːl.fəl.tiː.gʊnks.ma.tʀiːt.ʦə
Vervielfältigungstechnik	fɛɐ.'fiːl.fəl.tiː.gʊnks.tə.çniːk
vervierfachen	fɛɐ.'fiːɐ.faː.xən
vervierfachenden	fɛɐ.'fiːɐ.faː.xɛn.dən
vervierfacht	fɛɐ.'fiːɐ.faxt
vervierfachte	fɛɐ.'fiːɐ.faːx.tə
Vervierfachung	fɛɐ.'fiːɐ.fa.xʊŋ
vervollkommnen	fɛɐ.'fɔl.kɔ.mnən
vervollkommnet	fɛɐ.'fɔl.kɔ.mneːt
vervollkommnete	fɛɐ.'fɔl.kɔ.mnə.tə
vervollkommnungsfähig	fɛɐ.'fɔl.kɔ.mnʊnks.fə.hɪç
vervollständigen	fɛɐ.'fɔl.ʃtɛn.diː.gən
vervollständigend	fɛɐ.'fɔl.ʃtən.diː.gɛnt
vervollständigt	fɛɐ.'fɔl.ʃtən.dɪkt
Vervollständigung	fɛɐ.'fɔl.ʃtən.diː.gʊŋ
verwachsen	fɛɐ.'vaːx.zən
verwachsend	fɛɐ.'vaːx.zɛnt
verwachsene	fɛɐ.'vaːx.zə.nə
verwachsener Ast im Holz	fɛɐ.'vaːx.zə.nɛɐ .ast .ɪm .hɔlʦ
verwahrlost	fɛɐ.'vaː.ʀlɔst
verwahrlost sittlich	fɛɐ.'vaː.ʀlɔst .zɪ.tlɪç
Verwahrlosung	fɛɐ.'vaː.ʀloː.zʊŋ
verwahrt	'feːɐ.vaːɐt
verwahrte	fɛɐ.'vaːɐ.tə
Verwahrung	fɛɐ.'vaː.ʀʊŋ
Verwahrungen	fɛɐ.'vaː.ʀʊŋ.gən
verwaisen	fɛɐ.'vaːiː.zən
verwaist	fɛɐ.'vaɪst
verwaisten	fɛɐ.'vaːɪ.ʃtən
verwalten	fɛɐ.'val.tən
verwaltend	fɛɐ.'val.tɛnt
verwaltende	fɛɐ.'val.tən.də
verwaltendes	fɛɐ.'val.tən.deːs
verwaltene	fɛɐ.'val.tə.nə
Verwalter	fɛɐ.'val.tɐ
Verwalteramt	fɛɐ.'val.tə.ʀamt
Verwalterämter	fɛɐ.'val.tə.ʀəm.tɐ
verwaltet	fɛɐ.'val.teːt
verwaltet schlecht	fɛɐ.'val.tɛt .ʃlɛçt
verwaltete	fɛɐ.'val.tə.tə
verwaltete schlecht	fɛɐ.'val.tə.teː .ʃlɛçt
verwalteten	fɛɐ.'val.tə.tən
verwaltetes Vermögen	fɛɐ.'val.tə.tɛs .fɐ.møː.gən
Verwaltung	fɛɐ.'val.tʊŋ
Verwaltungsangestellte	fɛɐ.'val.tʊnks.aŋ.gə.ʃtɛl.tə
Verwaltungsapparat	fɛɐ.'val.tʊnks.a.paː.ʀaːt
Verwaltungsapparate	fɛɐ.'val.tʊnks.a.paː.ʀaː.tə
Verwaltungsarbeiten	fɛɐ.'val.tʊnks.aɐ.baɪ.tən
Verwaltungsaufwand	fɛɐ.'val.tʊnks.aʊf.vant
Verwaltungsbeamte	fɛɐ.'val.tʊnks.bə.am.tə
Verwaltungsbehörde	fɛɐ.'val.tʊnks.beː.œɐ.də
Verwaltungsgebühr	fɛɐ.'val.tʊnks.gə.byːɐ
Verwaltungsgemeinkosten	fɛɐ.'val.tʊnks.gə.maɪŋ.kɔ.ʃtən
Verwaltungsgericht	fɛɐ.'val.tʊnks.gə.ʀɪçt
Verwaltungskosten	fɛɐ.'val.tʊnks.kɔ.ʃtən
Verwaltungskostenstelle	fɛɐ.'val.tʊnks.kɔ.ʃtən.ʃtɛ.lə
verwaltungsmäßig	fɛɐ.'val.tʊnks.mə.sɪç
Verwaltungsrat	fɛɐ.'val.tʊnks.ʀaːt
Verwaltungsrecht	fɛɐ.'val.tʊnks.ʀɛçt
Verwaltungsstelle	fɛɐ.'val.tʊnks.ʃtɛ.lə
Verwaltungszweig	fɛɐ.'val.tʊnks.ʦvaɪk
Verwaltungszweige	fɛɐ.'val.tʊnks.ʦvaɪ.gə
verwandeln	fɛɐ.'van.dɛln
verwandelnd	fɛɐ.'van.dɛlnt
verwandelt	fɛɐ.'van.dɛlt
verwandelte	fɛɐ.'van.dəl.tə
verwandelte zurück	fɛɐ.'van.dəl.teː .ʦuː.ʀʏk
Verwandlungskünstler	fɛɐ.'van.dlʊnks.kyːn.ʃtlɐ
verwandt	'feːɐ.vant
verwandt mit	fɛɐ.'vant .miːt
verwandte	fɛɐ.'vant.tə
verwandte	fɛɐ.'vant.tə
Verwandten	fɛɐ.'vant.tən
Verwandter	fɛɐ.'vant.tɐ
verwandtere	fɛɐ.'vant.tə.ʀə
verwandtes	fɛɐ.'vant.teːs
verwandtes Gebiet	fɛɐ.'vant.tɛs .gə.biːt
verwandteste	fɛɐ.'vant.tə.ʃtə
Verwandtschaft	fɛɐ.'vant.ʃaft
verwandtschaftlich	fɛɐ.'vant.ʃaːf.tlɪç
Verwandtschaftsgrad	fɛɐ.'vant.ʃaft.sgʀaːt
Verwandtschaftsgrade	fɛɐ.'vant.ʃaft.sgʀaː.də
verwanzen	fɛɐ.'van.ʦən
verwarf	'feːɐ.vaɐf
verwarnend	fɛɐ.'va.ʀnɛnt
verwarnte	fɛɐ.'vaɐn.tə
Verwarnung	fɛɐ.'va.ʀnʊŋ
verwaschend	fɛɐ.'vaː.ʃɛnt
Verwaschung	fɛɐ.'va.ʃʊŋ
Verwaschungen	fɛɐ.'va.ʃʊŋ.gən
Verwebung	fɛɐ.'veː.bʊŋ
verwechselbar	fɛɐ.'veːç.zəl.baːɐ
verwechselbare	fɛɐ.'veːç.zəl.baː.ʀə
verwechseln	fɛɐ.'veːç.zɛln
verwechseln mit	fɛɐ.'veːç.zɛln .miːt
verwechselnd	fɛɐ.'veːç.zɛlnt
verwechselnd mit	fɛɐ.'veːç.zɛlnt .miːt
verwechselt	fɛɐ.'veːç.zɛlt
verwechselte	fɛɐ.'veːç.zəl.tə
verwechselte mit	fɛɐ.'veːç.zəl.teː .miːt
Verwechslung	fɛɐ.'veːç.slʊŋ
verwegen	fɛɐ.'veː.gən
Verwegenheit	fɛɐ.'veː.gən.haɪt
verwehen	fɛɐ.'veː.ən
Verwehrung	fɛɐ.'veː.ʀʊŋ
verweht	'feːɐ.veːt
verwehte	fɛɐ.'veː.tə
verwehtem	fɛɐ.'veː.təm
Verwehungen	fɛɐ.'veː.ʊŋ.gən
verweichlichen	fɛɐ.'vaɪ.çlɪ.çən
verweichlichend	fɛɐ.'vaɪ.çlɪ.çɛnt
verweichlicht	fɛɐ.'vaɪ.çlɪçt
verweichlichte	fɛɐ.'vaɪ.çlɪç.tə
Verweichlichung	fɛɐ.'vaɪ.çlɪ.çʊŋ
Verweigerer	fɛɐ.'vaɪ.gə.ʀɐ
verweigern	fɛɐ.'vaɪ.gɐn
verweigernd	fɛɐ.'vaɪ.gɛɐnt
verweigert	fɛɐ.'vaɪ.gɛɐt
verweigerte	fɛɐ.'vaɪ.gɐ.tə
Verweigerung	fɛɐ.'vaɪ.gə.ʀʊŋ
Verweigerungen	fɛɐ.'vaɪ.gə.ʀʊŋ.gən
verweilen	fɛɐ.'vaɪ.lən
verweilend	fɛɐ.'vaɪ.lɛnt
verweilt	fɛɐ.'vaɪlt
verweilte	fɛɐ.'vaɪl.tə
Verweilzeit	fɛɐ.'vaɪl.ʦaɪt
verweint	fɛɐ.'vaɪnt
Verweis	fɛɐ.'vaɪs
Verweise	fɛɐ.'vaɪ.zə
verweisen	fɛɐ.'vaɪ.zən
verweisen auf	fɛɐ.'vaɪ.zɛn .aʊf
verweisend	fɛɐ.'vaɪ.zɛnt
verweist zurück	fɛɐ.'vaɪst .ʦuː.ʀʏk
verweiste	fɛɐ.'vaɪ.ʃtə
Verweisung	fɛɐ.'vaɪ.zʊŋ
Verweisung an	fɛɐ.'vaɪ.zʊnk  .aːn
Verweisungszeichen	fɛɐ.'vaɪ.zʊnks.ʦaɪ.çən
verwelken	fɛɐ.'vɛl.kən
verweltlichen	fɛɐ.'vɛl.tlɪ.çən
verweltlichend	fɛɐ.'vɛl.tlɪ.çɛnt
verweltlicht	fɛɐ.'vɛl.tlɪçt
verweltlichte	fɛɐ.'vɛl.tlɪç.tə
Verweltlichung	fɛɐ.'vɛl.tlɪ.çʊŋ
Verwendbarkeit	fɛɐ.'vɛnt.baɐ.kaɪt
verwenden	fɛɐ.'vɛn.dən
verwendend	fɛɐ.'vɛn.dɛnt
verwendet	fɛɐ.'vɛn.deːt
verwendet falsch	fɛɐ.'vɛn.dɛt .falʃ
verwendet wieder	fɛɐ.'vɛn.dɛt .viː.dɐ
verwendete	fɛɐ.'vɛn.də.tə
verwendete wieder	fɛɐ.'vɛn.də.teː .viː.dɐ
Verwendung	fɛɐ.'vɛn.dʊŋ
Verwendungen	fɛɐ.'vɛn.dʊŋ.gən
Verwendungszweck	fɛɐ.'vɛn.dʊnks.ʦvɛk
verwerfen	fɛɐ.'veːɐ.fən
verwerfend	fɛɐ.'veːɐ.fɛnt
verwerfliche	fɛɐ.'veːɐ.flɪ.çə
Verwerflichkeit	fɛɐ.'veːɐ.flɪç.kaɪt
Verwerfungen	fɛɐ.'veːɐ.fʊŋ.gən
verwerte	fɛɐ.'veːɐ.tə
verwerten	fɛɐ.'veːɐ.tən
verwertend	fɛɐ.'veːɐ.tɛnt
verwertet	fɛɐ.'veːɐ.teːt
verwertet wieder	fɛɐ.'veːɐ.tɛt .viː.dɐ
verwertete wieder	fɛɐ.'veːɐ.tə.teː .viː.dɐ
verwertetem	fɛɐ.'veːɐ.tə.təm
Verwertung	fɛɐ.'veːɐ.tʊŋ
Verwertungen	fɛɐ.'veːɐ.tʊŋ.gən
verweslich	fɛɐ.'vɛ.slɪç
verwestlichen	fɛɐ.'vɛ.ʃtlɪ.çən
verwestlichend	fɛɐ.'vɛ.ʃtlɪ.çɛnt
verwestlicht	fɛɐ.'vɛ.ʃtlɪçt
verwestlichte	fɛɐ.'vɛ.ʃtlɪç.tə
Verwesung	fɛɐ.'veː.zʊŋ
verwettet	fɛɐ.'vɛ.teːt
verwickeln	fɛɐ.'vɪ.kɛln
verwickelnd	fɛɐ.'vɪ.kɛlnt
verwickelt	fɛɐ.'vɪ.kɛlt
verwickelt in	fɛɐ.'vɪ.kɛlt .iːn
verwickelte	fɛɐ.'vɪ.kəl.tə
verwickelter	fɛɐ.'vɪ.kəl.tɐ
Verwicklung	fɛɐ.'vɪ.klʊŋ
Verwicklungen	fɛɐ.'vɪ.klʊŋ.gən
verwies	fɛɐ.'viːs
verwies zurück	fɛɐ.'viːs .ʦuː.ʀʏk
verwiesen	fɛɐ.'viː.zən
verwildern	fɛɐ.'vɪl.dɐn
verwildernd	fɛɐ.'vɪl.dɛɐnt
verwildert	fɛɐ.'vɪl.dɛɐt
verwilderte	fɛɐ.'vɪl.dɐ.tə
Verwilderung	fɛɐ.'vɪl.də.ʀʊŋ
Verwindung	fɛɐ.'vɪn.dʊŋ
Verwindungen	fɛɐ.'vɪn.dʊŋ.gən
verwirft	'feːɐ.vɪɐft
verwirkbar	fɛɐ.'vɪɐk.baːɐ
verwirkend	fɛɐ.'vɪɐ.kɛnt
verwirklichen	fɛɐ.'vɪɐ.klɪ.çən
verwirklichend	fɛɐ.'vɪɐ.klɪ.çɛnt
verwirklicht	fɛɐ.'vɪɐ.klɪçt
verwirklichte	fɛɐ.'vɪɐ.klɪç.tə
Verwirklichung	fɛɐ.'vɪɐ.klɪ.çʊŋ
Verwirklichungen	fɛɐ.'vɪɐ.klɪ.çʊŋ.gən
verwirkt	'feːɐ.vɪɐkt
verwirkte	fɛɐ.'vɪɐk.tə
Verwirkung	fɛɐ.'vɪɐ.kʊŋ
verwirren	fɛɐ.'vɪ.ʀən
verwirrend	fɛɐ.'vɪ.ʀɛnt
verwirrende	fɛɐ.'vɪ.ʀən.də
verwirrt	'feːɐ.vɪɐt
verwirrte	fɛɐ.'vɪɐ.tə
verwirrte sich	fɛɐ.'vɪɐ.teː .zɪç
verwirrtes	fɛɐ.'vɪɐ.teːs
Verwirrtheit	fɛɐ.'vɪɐt.haɪt
Verwirrung	fɛɐ.'vɪ.ʀʊŋ
Verwirrungen	fɛɐ.'vɪ.ʀʊŋ.gən
verwirtschaften	fɛɐ.'vɪɐt.ʃaːf.tən
verwirtschaftend	fɛɐ.'vɪɐt.ʃaːf.tɛnt
verwirtschaftet	fɛɐ.'vɪɐt.ʃaːf.teːt
verwirtschaftete	fɛɐ.'vɪɐt.ʃaːf.tə.tə
verwischen	fɛɐ.'viː.ʃən
verwischt	'feːɐ.vɪʃt
Verwischung	fɛɐ.'viː.ʃʊŋ
verwittert	fɛɐ.'vɪ.tɛɐt
verwitterte	fɛɐ.'vɪ.tɐ.tə
Verwitterung	fɛɐ.'vɪ.tə.ʀʊŋ
Verwitterungen	fɛɐ.'vɪ.tə.ʀʊŋ.gən
verwitwet	fɛɐ.'viːt.veːt
verworfen	fɛɐ.'voːɐ.fən
verworfene	fɛɐ.'voːɐ.fə.nə
verworfene	fɛɐ.'voːɐ.fə.nə
Verworfenheit	fɛɐ.'voːɐ.fən.haɪt
verworren	fɛɐ.'vɔ.ʀən
verworrene	fɛɐ.'vɔ.ʀə.nə
Verworrenheit	fɛɐ.'vɔ.ʀən.haɪt
Verworrenheiten	fɛɐ.'vɔ.ʀɛn.haɪ.tən
verwuchs	'feːɐ.vʊxs
verwundbar	fɛɐ.'vʊnt.baːɐ
Verwundbarkeit	fɛɐ.'vʊnt.baɐ.kaɪt
verwunden	fɛɐ.'vʊn.dən
verwundend	fɛɐ.'vʊn.dɛnt
verwunderlich	fɛɐ.'vʊn.də.ʀlɪç
Verwunderung	fɛɐ.'vʊn.də.ʀʊŋ
Verwunderungen	fɛɐ.'vʊn.də.ʀʊŋ.gən
verwundet	fɛɐ.'vʊn.deːt
verwundete	fɛɐ.'vʊn.də.tə
verwunschen	fɛɐ.'vuːn.ʃən
verwurzelnd	fɛɐ.'vʊɐ.ʦɛlnt
verwurzelt	fɛɐ.'vʊɐ.ʦɛlt
Verwurzelungen	fɛɐ.'vʊɐ.ʦə.lʊŋ.gən
verwächst	'feːɐ.vɛçst
verwässert	fɛɐ.'vɛ.sɛɐt
verwöhnen	fɛɐ.'vøː.nən
verwöhnend	fɛɐ.'vøː.nɛnt
Verwöhner	fɛɐ.'vøː.nɐ
Verwöhnheit	fɛɐ.'vøːn.haɪt
verwöhnt	'feːɐ.vøːnt
verwöhnte	fɛɐ.'vøːn.tə
Verwöhntheit	fɛɐ.'vøːnt.haɪt
verwünschen	fɛɐ.'vyːn.ʃən
verwünschend	fɛɐ.'vyːn.ʃɛnt
verwünscht	'feːɐ.vʏnʃt
Verwünschung	fɛɐ.'vyːn.ʃʊŋ
Verwünschungen	fɛɐ.'vyːn.ʃʊŋ.gən
verwüsten	fɛɐ.'vʏ.ʃtən
verwüstend	fɛɐ.'vʏ.ʃtɛnt
Verwüster	fɛɐ.'vʏ.ʃtɐ
verwüstet	fɛɐ.'vʏ.ʃteːt
verwüstete	fɛɐ.'vʏ.ʃtə.tə
Verwüstung	fɛɐ.'vʏ.ʃtʊŋ
Verwüstungen	fɛɐ.'vʏ.ʃtʊŋ.gən
verzagen	fɛɐ.'ʦaː.gən
verzagend	fɛɐ.'ʦaː.gɛnt
verzagt	'feːɐ.ʦakt
verzagte	fɛɐ.'ʦaːk.tə
verzagtem	fɛɐ.'ʦaːk.təm
verzagten	fɛɐ.'ʦaːk.tən
Verzagtheit	fɛɐ.'ʦakt.haɪt
verzahnen	fɛɐ.'ʦaː.nən
verzahnt	'feːɐ.ʦaːnt
Verzahnung	fɛɐ.'ʦaː.nʊŋ
